datetime,headline,url,sentiment
Aug-15-25 Today 10:34AM,Why would Trump and Intel want to work together: Opening Bid top takeaway,https://finance.yahoo.com/news/why-would-trump-and-intel-want-to-work-together-opening-bid-top-takeaway-143409334.html,Neutral
2025-08-15 10:33:00,A Trump Intel Stake Could Make National Security the New 'Too Big to Fail',https://www.barrons.com/articles/trump-intel-stake-too-big-fail-b66594d9?mod=bar_FV,Negative
2025-08-15 10:29:00,Trump Says Tariff Rate on Semiconductors Could Reach 300%. Nvidia and AMD Stocks Fall.,https://finance.yahoo.com/m/b679bc58-8e47-301a-a02f-a9a04f93cf32/trump-says-tariff-rate-on.html,Negative
2025-08-15 09:54:00,Nvidia Stock Stutters. Big Funds Are Piling Into the AI Chip Maker.,https://finance.yahoo.com/m/5233e58f-567f-3b01-89c5-3b0b10aeea6b/nvidia-stock-stutters.-big.html,Negative
2025-08-15 09:45:00,Intel Jumps As Trump Explores Investment In Bid To Revive US Chip Ambitions,https://finance.yahoo.com/news/intel-jumps-trump-explores-investment-134519992.html,Positive
2025-08-15 08:00:00,"What AMD, CoreWeave, and Nvidia Stock Investors Should Know About Recent Updates",https://finviz.com/news/141745/what-amd-coreweave-and-nvidia-stock-investors-should-know-about-recent-updates,Neutral
2025-08-15 07:00:00,3 AI chip stocks that are best positioned right now,https://finance.yahoo.com/video/3-ai-chip-stocks-best-110017626.html,Positive
2025-08-15 05:09:00,Nvidia Stock Wavers. Big Funds Are Piling Into the AI Chip Maker.,https://www.barrons.com/articles/nvidia-stock-price-soros-ai-aebccfaf?mod=bar_FV,Neutral
2025-08-15 03:06:00,"Nvidia, Palantir, and AMD Have a Nearly $13 Billion Warning for Wall Street -- but Are You Paying Attention?",https://finviz.com/news/141515/nvidia-palantir-and-amd-have-a-nearly-13-billion-warning-for-wall-street-but-are-you-paying-attention,Neutral
2025-08-15 03:03:00,UBS Keeps Buy Rating on AMD After Q2 2025 Results,https://finviz.com/news/141496/ubs-keeps-buy-rating-on-amd-after-q2-2025-results,Positive
2025-08-15 00:38:00,2 Profitable Stocks to Consider Right Now and 1 Facing Headwinds,https://finviz.com/news/141599/2-profitable-stocks-to-consider-right-now-and-1-facing-headwinds,Negative
2025-08-14 16:40:00,Intel stock surges on report Trump administration mulls taking stake in company,https://finance.yahoo.com/news/intel-stock-surges-on-report-trump-administration-mulls-taking-stake-in-company-204003673.html,Positive
2025-08-14 15:01:00,"Kevin O'Leary Says Nvidia, AMD Still Win Under Trump China Plan Despite 15% 'Form Of Blackmail' Levy",https://finance.yahoo.com/news/kevin-oleary-says-nvidia-amd-190100564.html,Neutral
