datetime,headline,url,sentiment
Aug-15-25 Today 10:00AM,Jupiter Payments Celebrates Ranking No. 3338 on the 2025 Inc. 5000 List of America's Fastest-Growing Private Companies,https://finance.yahoo.com/news/jupiter-payments-celebrates-ranking-no-140000544.html,Neutral
2025-08-15 09:34:00,Mizuho predicts this is the next $1 trillion stock,https://finance.yahoo.com/news/mizuho-predicts-next-1-trillion-133409404.html,Neutral
2025-08-15 09:05:00,Oracle Unveils AI EHR to Accelerate Cloud Growth and Healthcare Reach,https://finviz.com/news/141874/oracle-unveils-ai-ehr-to-accelerate-cloud-growth-and-healthcare-reach,Positive
2025-08-15 07:36:00,Oracle Taps Google's Gemini AI Models To Supercharge Cloud Services,https://finance.yahoo.com/news/oracle-taps-googles-gemini-ai-113614721.html,Neutral
2025-08-15 07:34:00,Oracle bets on agentic AI and voice commands to differentiate new EHR system,https://finance.yahoo.com/m/b07a1593-3b97-3e57-ac36-7e0a16820666/oracle-bets-on-agentic-ai-and.html,Positive
2025-08-15 06:12:00,Weekly Recap: 11 Tech Press Releases You Need to See,https://finance.yahoo.com/news/weekly-recap-11-tech-press-101200895.html,Neutral
2025-08-14 19:35:00,Hedge funds shift bets to double down on Big Tech amid AI boom,https://finance.yahoo.com/news/hedge-funds-shift-bets-double-233524300.html,Positive
2025-08-14 15:59:00,The $500M AI Startup Taking on OpenAI--And Winning Where It Hurts Most,https://finance.yahoo.com/news/500m-ai-startup-taking-openai-195953735.html,Negative
2025-08-14 15:54:00,"Oracle, Eli Lilly, Terawulf: Trending Tickers",https://finance.yahoo.com/video/oracle-eli-lilly-terawulf-trending-195415964.html,Neutral
2025-08-14 15:49:00,"Rimini Street Awarded U.S. GSA Multiple Award Schedule (MAS) for Oracle, SAP and VMware Support and Security Services",https://finance.yahoo.com/news/rimini-street-awarded-u-gsa-194900828.html,Positive
2025-08-14 15:39:00,Oracle Is Cutting Jobs as AI Costs Surge. How Should You Play ORCL Stock Here?,https://finance.yahoo.com/m/b7d219a6-6550-3326-b2d2-e4bb82e37e1a/oracle-is-cutting-jobs-as-ai.html,Positive
2025-08-14 13:40:00,"Cohere hits a $6.8B valuation as investors AMD, Nvidia, and Salesforce double down",https://finance.yahoo.com/news/cohere-hits-6-8b-valuation-174027502.html,Neutral
2025-08-14 13:14:00,"Nvidia, AMD, Other AI Stocks Score Price-Target Hikes Amid Strong AI Server Demand",https://finance.yahoo.com/m/bcd69369-98e9-3571-bd7a-1623e15c9228/nvidia%2C-amd%2C-other-ai-stocks.html,Positive
2025-08-14 12:21:00,"C3.ai downgrade, OracleAlphabet deal, Eli Lilly & Superluminal",https://finance.yahoo.com/video/c3-ai-downgrade-oracle-alphabet-162108131.html,Neutral
2025-08-14 09:30:00,"Cloud Computing Market Surges to $2,281.1 billion by 2030 - Dominated by Microsoft (US), Google (US), IBM (US)",https://finance.yahoo.com/news/cloud-computing-market-surges-2-133000144.html,Positive
2025-08-14 09:00:00,"Oracle to Offer Google's Gemini Models to Customers, Accelerating Enterprises' Agentic AI Journeys",https://finviz.com/news/140635/oracle-to-offer-googles-gemini-models-to-customers-accelerating-enterprises-agentic-ai-journeys,Neutral
2025-08-14 08:01:00,"Oracle, Google cloud units strike deal for Oracle to sell Gemini models",https://finance.yahoo.com/news/oracle-google-cloud-units-strike-120119699.html,Neutral
2025-08-14 07:45:00,Oracle Named a Leader in IDC MarketScape Worldwide Hospitality Property Management Systems 2025 Vendor Assessment,https://finviz.com/news/140490/oracle-named-a-leader-in-idc-marketscape-worldwide-hospitality-property-management-systems-2025-vendor-assessment,Positive
2025-08-14 07:19:00,UBS assesses which themes should be more or less favored,https://finance.yahoo.com/news/ubs-assesses-themes-more-less-111913127.html,Neutral
2025-08-14 07:00:00,Thomas Park Ranks No. 390 on the 2025 Inc. 5000 List of Americas Fastest-Growing Private Companies,https://finance.yahoo.com/news/thomas-park-ranks-no-390-110000528.html,Neutral
2025-08-14 07:00:00,Pendo Appoints Saurabh Sodani as First Chief Development Officer to Accelerate AI Innovation,https://finance.yahoo.com/news/pendo-appoints-saurabh-sodani-first-110000873.html,Neutral
2025-08-14 06:36:00,Oracle reportedly slashes workforce in cloud division,https://finance.yahoo.com/m/99d85853-9e89-36b0-b2e4-f7c851b7f1b0/oracle-reportedly-slashes.html,Neutral
2025-08-14 05:15:00,This Company Could Be the Amazon of AI Infrastructure,https://finviz.com/news/140239/this-company-could-be-the-amazon-of-ai-infrastructure,Neutral
2025-08-14 04:01:00,"Subscription Billing Management Market Trends and Company Analysis Report 2025-2033 Featuring Aria Systems, BillingPlatform, Bright, Cerillion, Chargebee, Fusebill Oracle, SaaSOptics, Salesforce, SAP",https://finance.yahoo.com/news/subscription-billing-management-market-trends-080100767.html,Neutral
2025-08-14 01:14:00,"The list of major companies laying off staff this year includes Oracle, Nextdoor, Intel, Scale AI, and more",https://finance.yahoo.com/m/f8f81034-6b2a-38d5-9383-76ff55b6955f/the-list-of-major-companies.html,Neutral
2025-08-13 15:39:00,Oracle Stock Falls Below Key Level Amid Cloud Layoffs Report,https://www.investors.com/news/technology/oracle-stock-layoffs-oci-orcl-news?mod=IBD_FV,Negative
2025-08-13 13:29:00,Monarch Tractors wont be built by Foxconn after Ohio factory sale,https://finance.yahoo.com/news/monarch-tractors-won-t-built-172945600.html,Neutral
2025-08-13 13:14:00,"Instacart falls on Amazon grocery, Oracle job cuts, Bullish IPO",https://finance.yahoo.com/video/instacart-falls-amazon-grocery-oracle-171455524.html,Positive
2025-08-13 12:35:00,Oracle Brings AI Intelligence To Electronic Health Records,https://finance.yahoo.com/news/oracle-brings-ai-intelligence-electronic-163534392.html,Positive
2025-08-13 12:35:00,"PEGA Trades 16% Below 52-Week High: Buy, Sell or Hold the Stock?",https://finviz.com/news/139597/pega-trades-16-below-52-week-high-buy-sell-or-hold-the-stock,Positive
2025-08-13 11:50:00,Should Investors Hold or Fold Oracle Stock at a P/E Multiple of 36.7X?,https://finviz.com/news/139536/should-investors-hold-or-fold-oracle-stock-at-a-pe-multiple-of-367x,Neutral
2025-08-13 10:31:00,AMD Brushes Off China AI Sales Hit as Citi Calls Impact 'Largely Immaterial',https://finance.yahoo.com/news/amd-brushes-off-china-ai-143142167.html,Negative
2025-08-13 10:12:00,TOST Skyrockets 78% in a Year: How Should You Play the Stock?,https://finviz.com/news/139386/tost-skyrockets-78-in-a-year-how-should-you-play-the-stock,Neutral
2025-08-13 10:03:00,"Saudi Arabia Teleradiology Market Trends and Company Analysis Report 2025-2033 Featuring FUJIFILM, Koninklijke Philips, General Electric, Oracle, Siemens, GE, McKesson",https://finance.yahoo.com/news/saudi-arabia-teleradiology-market-trends-140300752.html,Neutral
2025-08-13 10:00:00,NEORide Accelerates Transit Efficiency with Oracle NetSuite for Government,https://finviz.com/news/139227/neoride-accelerates-transit-efficiency-with-oracle-netsuite-for-government,Positive
2025-08-13 09:51:00,"CheckedUp Named to Inc. 5000 List of Americas Fastest-Growing Companies for 4th Time, with Three-Year Revenue Growth of 268%!",https://finance.yahoo.com/news/checkedup-named-inc-5000-list-135100153.html,Positive
2025-08-13 09:44:00,RackWare Announces Preferred License Terms for Oracle Cloud Infrastructure Solutions,https://finance.yahoo.com/news/rackware-announces-preferred-license-terms-134400137.html,Neutral
2025-08-13 09:39:00,"Saudi Arabia Cloud Computing Market Outlook and Company Analysis Report 2025-2033 Featuring Google, AWS,  Alibaba, Microsoft, Oracle, CloudSigma, VMware, Salesforce, Saudi Telecom Co, IBM",https://finance.yahoo.com/news/saudi-arabia-cloud-computing-market-133900479.html,Neutral
2025-08-13 09:36:00,Should HUBS Stock Be Part of Your Portfolio Post Solid 2Q25 Results?,https://finviz.com/news/139326/should-hubs-stock-be-part-of-your-portfolio-post-solid-2q25-results,Positive
2025-08-13 09:30:00,"Project Portfolio Management Market Surges to $13.7 billion by 2029 - Dominated by Oracle (US), Smartsheet (US), Microsoft (US)",https://finance.yahoo.com/news/project-portfolio-management-market-surges-133000246.html,Positive
2025-08-13 09:00:00,Oracle Corporation (ORCL) Is a Trending Stock: Facts to Know Before Betting on It,https://finviz.com/news/139202/oracle-corporation-orcl-is-a-trending-stock-facts-to-know-before-betting-on-it,Neutral
2025-08-13 09:00:00,Vouched Listed on the 2025 Inc. 5000 List of Americas Fastest-Growing Private Companies,https://finance.yahoo.com/news/vouched-listed-2025-inc-5000-130000705.html,Neutral
2025-08-13 09:00:00,Suntory Expands Partnership with Rimini Street to Build an Innovative Wellness Mobile Application for its Global Consumers,https://finance.yahoo.com/news/suntory-expands-partnership-rimini-street-130000133.html,Positive
2025-08-13 08:31:00,Penstock Ranks No. 353 on the 2025 Inc. 5000 List of America's Fastest-Growing Private Companies,https://finance.yahoo.com/news/penstock-ranks-no-353-2025-123100468.html,Neutral
2025-08-13 08:00:00,Oracle Ushers in New Era of AI-Driven Electronic Health Records,https://finviz.com/news/138989/oracle-ushers-in-new-era-of-ai-driven-electronic-health-records,Neutral
2025-08-13 08:00:00,Operative Expands Oracle Partnership to Bring AOS to Oracle Cloud Infrastructure,https://finance.yahoo.com/news/operative-expands-oracle-partnership-bring-120000808.html,Positive
