datetime,headline,url,sentiment
2025-08-12 20:38:00,Perplexity Makes $34.5B Play for Google's Chrome,https://finance.yahoo.com/news/perplexity-makes-34-5b-play-003853247.html,Neutral
2025-08-13 20:22:00,This Artificial Intelligence (AI) Stock Could Be the Nvidia of Quantum Computing,https://finviz.com/news/137630/this-artificial-intelligence-ai-stock-could-be-the-nvidia-of-quantum-computing,Neutral
2025-08-13 18:52:00,Perplexity offers $34.5 billion for Google Chrome,https://www.youtube.com/watch?v=pKwLS9PaeXY,Neutral
2025-08-13 18:20:00,Could Perplexity's $34.5 Billion Offer for Chrome Ignite the Biggest Shift in Search Since Google Itself?,https://finviz.com/news/137561/could-perplexitys-345-billion-offer-for-chrome-ignite-the-biggest-shift-in-search-since-google-itself,Neutral
2025-08-13 18:08:00,Podcast: Inflation Report Fuels Investors Hopes for a Rate Cut,https://finance.yahoo.com/m/7de6e587-ab4f-3f39-bc20-904cf8f80d0f/podcast%3A-inflation-report.html,Neutral
2025-08-13 17:14:00,"Stocks to Watch Recap: Sea, Alphabet, Celanese, CoreWeave",https://finance.yahoo.com/m/374c818f-8aec-369d-978d-48098b795807/stocks-to-watch-recap%3A-sea%2C.html,Neutral
2025-08-13 17:06:00,Perplexity AI offers Google $34.5 bn for Chrome browser,https://finance.yahoo.com/news/perplexity-ai-offers-google-34-210619199.html,Neutral
2025-08-13 16:27:00,Harvard University reveals shocking Bitcoin investment,https://finance.yahoo.com/m/0448375b-f292-3e59-b8d7-39ea0315bd8f/harvard-university-reveals.html,Neutral
2025-08-13 16:21:00,Tesla Stock Rises for 5th Straight Day as Elon Musk Threatens Legal Action Against Apple,https://finance.yahoo.com/m/292ddc96-1980-3eb2-9c65-0cc8fd3df385/tesla-stock-rises-for-5th.html,Positive
2025-08-13 16:09:00,Big Tech is driving the stock market to new records,https://finance.yahoo.com/news/big-tech-is-driving-the-stock-market-to-new-records-200917939.html,Positive
2025-08-13 15:48:00,These Are The 5 Best Stocks To Buy Now Or Watch,https://finance.yahoo.com/m/5f695c14-bc91-363c-995e-e994c1f0807e/these-are-the-5-best-stocks.html,Positive
2025-08-13 15:44:00,AI Startup Perplexity Reportedly Offers $34.5 Billion for Googles Chrome Browser,https://finance.yahoo.com/m/0f7e3dbc-99b0-3a1a-b263-76207099ebe0/ai-startup-perplexity.html,Neutral
2025-08-13 15:12:00,Perplexity wants to buy Google Chrome. Here's why Wall Street doubts it will happen.,https://www.marketwatch.com/story/perplexity-wants-to-buy-google-chrome-heres-why-wall-street-doubts-it-will-happen-7b366c3a?mod=mw_FV,Negative
2025-08-13 14:53:00,Perplexity Makes Longshot $34.5 Billion Offer for Chrome,https://finance.yahoo.com/m/2bf9cbfa-86a0-396a-9b0d-35cd92920d53/perplexity-makes-longshot.html,Neutral
2025-08-13 14:35:00,"Stocks to Watch Tuesday: Sea, Alphabet, Celanese, CoreWeave",https://finance.yahoo.com/m/374c818f-8aec-369d-978d-48098b795807/stocks-to-watch-tuesday%3A-sea%2C.html,Neutral
2025-08-13 13:46:00,AI search firm Perplexity makes $34.5 billion surprise bid for Google Chrome,https://finance.yahoo.com/m/0193eecc-b7da-31b7-a482-7b543585c4c6/ai-search-firm-perplexity.html,Neutral
2025-08-13 13:15:00,"Perplexity & Chrome, Intel CEO & Trump, Circle revenue beat",https://finance.yahoo.com/video/perplexity-chrome-intel-ceo-trump-171558750.html,Positive
2025-08-13 13:15:00,Google vet raises $8M for Continua to bring AI agents to group chats,https://finance.yahoo.com/news/google-vet-raises-8m-continua-171501600.html,Neutral
2025-08-13 13:14:00,Perplexity offers to buy Chrome for billions more than its raised,https://finance.yahoo.com/news/perplexity-offers-buy-chrome-billions-171408141.html,Neutral
2025-08-13 13:04:00,Perplexity Offers To Buy Google's Chrome Browser Amid DoJ Antitrust Case,https://finance.yahoo.com/m/6a523024-64aa-3508-986e-f4581df19c4c/perplexity-offers-to-buy.html,Neutral
2025-08-13 12:51:00,Perplexity makes unsolicited $34.5 billion bid for Google's Chrome browser,https://www.youtube.com/watch?v=twoARbDRVeM,Neutral
2025-08-13 12:33:00,"Pixel 10, AI capabilities, and everything else we expect out of the Made by Google 2025 event",https://finance.yahoo.com/news/pixel-10-ai-capabilities-everything-163320046.html,Neutral
2025-08-13 12:30:00,Mag 7 & AI: Playing for 'big gains' can also mean 'big losses',https://finance.yahoo.com/video/mag-7-ai-playing-big-163000721.html,Negative
2025-08-13 12:20:00,Hennessey Digital Achieves Rare Milestone With Sixth Appearance On Inc. 5000 List of America's Fastest-Growing Private Companies,https://finance.yahoo.com/news/hennessey-digital-achieves-rare-milestone-162000067.html,Positive
2025-08-13 12:16:00,Perplexity offers to buy Google Chrome for $34.5 billion,https://finance.yahoo.com/news/perplexity-offers-buy-google-chrome-161639844.html,Neutral
2025-08-13 12:15:00,Anthropics Claude AI model can now handle longer prompts,https://finance.yahoo.com/news/anthropic-claude-ai-model-now-161546709.html,Neutral
2025-08-13 12:11:00,Perplexity reportedly bids $34.5B to buy Chrome: What we know,https://finance.yahoo.com/video/perplexity-reportedly-bids-34-5b-161157885.html,Neutral
2025-08-13 11:37:00,"Anthropic takes aim at OpenAI, offers Claude to all three branches of government for $1",https://finance.yahoo.com/news/anthropic-takes-aim-openai-offers-153750743.html,Neutral
2025-08-13 11:36:00,AI startup Perplexity makes bold $34.5 billion bid for Google's Chrome browser,https://finance.yahoo.com/news/perplexity-ai-offers-34-5-153658141.html,Neutral
2025-08-13 11:09:00,Plastic Surgery SEO Revolution: ProStar SEO's Top Factors Analysis Reveals Topical Density Breakthrough,https://finance.yahoo.com/news/plastic-surgery-seo-revolution-prostar-150900074.html,Neutral
2025-08-13 11:00:00,Google will now let you pick your top sources for search results,https://finance.yahoo.com/news/google-now-let-pick-top-150000541.html,Neutral
2025-08-13 10:43:00,Intel Stock Gets a Boost From Trump Meeting. It Needs More for a Real Turnaround.,https://finance.yahoo.com/m/12eeeef0-292d-3443-b592-8422afb3502e/intel-stock-gets-a-boost-from.html,Positive
2025-08-13 10:13:00,Tesla is Much Better Than Google. By Far: Elon Musk Says Theyre The Best in the World at Real-World AI,https://finance.yahoo.com/m/3b8b586a-61cb-355d-b7b0-3c0a3dc6d7ac/%E2%80%98tesla-is-much-better-than.html,Positive
2025-08-13 10:05:00,"Former Google Distinguished Engineer David Petrou Launches Continua, a New Vision for Social AI",https://finance.yahoo.com/news/former-google-distinguished-engineer-david-140500743.html,Positive
2025-08-13 10:00:00,Why Did This Bearish Analyst Suddenly Change His Mind on Google?,https://finviz.com/news/136838/why-did-this-bearish-analyst-suddenly-change-his-mind-on-google,Neutral
2025-08-13 09:57:00,"In the time of tariffs, Nvidia and AMD cut unusual deals with Trump",https://finance.yahoo.com/news/time-tariffs-nvidia-amd-cut-135722971.html,Neutral
2025-08-13 09:56:00,"Mutual Funds Can't Get Enough Nvidia Stock, Google. Here's Why.",https://finance.yahoo.com/m/821a0706-c454-3cc0-a3d9-6bf0048c2010/mutual-funds-can%27t-get-enough.html,Neutral
2025-08-13 09:31:00,Alphabet vs DoJ: BofA outlines possible remedies,https://finance.yahoo.com/news/alphabet-vs-doj-bofa-outlines-133153251.html,Neutral
2025-08-13 09:22:00,This SpaceX rival's stock is skyrocketing as space's 'game of phones' heats up,https://www.marketwatch.com/story/this-spacex-rivals-stock-is-skyrocketing-as-spaces-game-of-phones-heats-up-8779337c?mod=mw_FV,Positive
2025-08-13 09:03:00,Anthropic offers AI chatbot Claude to US government for $1,https://finance.yahoo.com/news/anthropic-offers-ai-chatbot-claude-130313888.html,Neutral
2025-08-13 09:00:00,"Australian court finds Apple, Google abused app store market power",https://finance.yahoo.com/news/australian-court-finds-apple-google-130012202.html,Negative
2025-08-13 09:00:00,Unplugged Relaunches UP Phone under New CEO with a Powerful Privacy System and All-New Experience,https://finance.yahoo.com/news/unplugged-relaunches-phone-under-ceo-130000345.html,Positive
2025-08-13 09:00:00,Kong Announces API Summit 2025 to Unleash the Agentic AI Era,https://finance.yahoo.com/news/kong-announces-api-summit-2025-130000792.html,Positive
2025-08-13 08:43:00,Precoro Launches Mobile AI Expense Automation to Cut Manual Work and Centralize Spend Control,https://finance.yahoo.com/news/precoro-launches-mobile-ai-expense-124300302.html,Positive
2025-08-13 07:59:00,Intellezy Named to 2025 Online Learning Library Companies Watch List,https://finance.yahoo.com/news/intellezy-named-2025-online-learning-115900828.html,Neutral
2025-08-13 07:09:00,Epic Games wins partial victory in Australian court against Google and Apple,https://finance.yahoo.com/m/d6a76470-5059-3484-ba10-ec66f7ad337a/epic-games-wins-partial.html,Positive
2025-08-13 07:00:00,"Sports Technology Market to Reach $68.70 Billion by 2030, Driven by Innovation and Digital Integration",https://finance.yahoo.com/news/sports-technology-market-reach-68-110000002.html,Positive
2025-08-13 06:47:00,Musks xAI plans legal action against Apple over App Store practices,https://finance.yahoo.com/m/0816a8d9-5743-3ec8-90df-aa668d00ff5f/musk%E2%80%99s-xai-plans-legal-action.html,Neutral
2025-08-13 06:00:00,Moloco Research Uncovers Substantial Growth Opportunities for Mobile App Advertising Beyond Google and Meta,https://finance.yahoo.com/news/moloco-research-uncovers-substantial-growth-100000387.html,Positive
2025-08-13 05:56:00,Norways $1.9 Trillion Fund Has Best Quarter Since 2023,https://finance.yahoo.com/news/norway-1-9-trillion-fund-065008126.html,Positive
2025-08-13 05:46:00,India's space regulator picks Google-backed PixxelSpace for home-grown satellite constellation,https://finance.yahoo.com/news/indias-space-regulator-picks-google-094610510.html,Positive
2025-08-13 05:30:00,AI Is Forcing the Return of the In-Person Job Interview,https://finance.yahoo.com/m/fe32705d-31bc-3b0e-8309-0e3fba35cac5/ai-is-forcing-the-return-of.html,Neutral
2025-08-13 04:05:00,Orange Trail Launches Stability-First Agency Ad Accounts for Marketers Seeking Reliable Platform Access,https://finance.yahoo.com/news/orange-trail-launches-stability-first-080500886.html,Positive
2025-08-13 00:00:00,Google and IBM believe first workable quantum computer is in sight,https://finance.yahoo.com/news/google-ibm-believe-first-workable-040009466.html,Neutral
2025-08-11 22:54:00,Trump's trade war with China in 2025,https://finance.yahoo.com/news/trumps-trade-war-china-2025-025457802.html,Negative
2025-08-11 21:20:00,Musk says xAI to take legal action against Apple over App Store rankings,https://finance.yahoo.com/news/musk-accuses-apple-antitrust-violation-012050817.html,Neutral
2025-08-11 21:00:00,Big Tech Pledged Billions for New Housing. The Results Arent Living Up to the Hype.,https://finance.yahoo.com/m/4defd20c-6d14-34e6-8850-17c7b30749ba/big-tech-pledged-billions-for.html,Neutral
2025-08-11 20:23:00,The Biggest Mistake Investors Make When Buying Amazon Stock,https://finviz.com/news/135927/the-biggest-mistake-investors-make-when-buying-amazon-stock,Negative
2025-08-11 20:05:00,"4 Brilliant Growth Stocks to Buy Now and Hold for the Long Term -- Including, Yes, Nvidia",https://finviz.com/news/135900/4-brilliant-growth-stocks-to-buy-now-and-hold-for-the-long-term-including-yes-nvidia,Positive
