datetime,headline,url,sentiment
Aug-15-25 Today 11:02AM,UnitedHealth soars on Buffett bump,https://www.youtube.com/watch?v=5amOt9cFR5k,Neutral
2025-08-15 11:02:00,Gill: We're at a real inflection point for healthcare,https://www.youtube.com/watch?v=mcb_fhqqbgc,Neutral
2025-08-15 10:53:00,Stock Market Today: Dow Jones Edges Higher As UnitedHealth Surges On Warren Buffett Buy: AMAT Plunges (Live Coverage),https://finance.yahoo.com/m/17969f96-b0f4-30b6-9e4f-dc017e29ff62/stock-market-today%3A-dow-jones.html,Positive
2025-08-15 10:41:00,Buffett Just Bought the Dip--Is This Health Giant the Comeback Play of the Year?,https://finance.yahoo.com/news/buffett-just-bought-dip-health-144155335.html,Neutral
2025-08-15 10:41:00,Embattled UnitedHealth gets a boost from Buffett's Berkshire Hathaway,https://qz.com/unitedhealth-berkshire-hathaway-warren-buffett-shares,Positive
2025-08-15 10:40:00,UnitedHealth stock pops on Buffett's Berkshire share purchase,https://finance.yahoo.com/news/unitedhealth-stock-pops-on-buffetts-berkshire-share-purchase-144059439.html,Neutral
2025-08-15 10:37:00,UnitedHealth Stock Eyes Best Day Since 2020 on Buffett Stake,https://finviz.com/news/141922/unitedhealth-stock-eyes-best-day-since-2020-on-buffett-stake,Positive
2025-08-15 10:34:00,Dow Pulls Back After Touching New Record High,https://finance.yahoo.com/m/a013a1d1-de39-36fc-8909-85ae992b690c/dow-pulls-back-after-touching.html,Positive
2025-08-15 10:22:00,Retail Sales Get Amazon Lift; Inflation Expectations Jump; S&P 500 Dips,https://finance.yahoo.com/m/7abcda92-c41e-3dfb-9fff-ccdf972c09e1/retail-sales-get-amazon-lift%3B.html,Positive
2025-08-15 10:20:00,The Buffett effect: About 190 Dow points.,https://www.marketwatch.com/livecoverage/stock-market-today-dow-set-for-300-point-rise-as-s-p-500-eyes-record-ahead-of-retail-sales/card/the-buffett-effect-about-190-dow-points--0c49J4UnOJ5IJAxKuIv0?mod=mw_FV,Neutral
